drawing_category,location,age,participant_id,distance_cat_site,recognized,target_similarity
chair,Kisumu,9,S117,0.04443359375,True,0.349365234375
watch,Kisumu,6,S50,0.04443359375,True,0.2763671875
watch,Kisumu,9,S110,0.0791015625,True,0.27490234375
rabbit,Kisumu,4,S1,0.0830078125,False,0.249267578125
rabbit,Kisumu,8,S99,0.07373046875,True,0.28125
rabbit,Kisumu,7,S73,0.05224609375,False,0.285400390625
bird,Kisumu,4,S16,0.0625,False,0.265625
car,Kisumu,7,S74,0.08056640625,False,0.248291015625
house,Kisumu,8,S86,0.0771484375,True,0.34228515625
bird,Kisumu,6,S41,0.08154296875,False,0.271240234375
house,Kisumu,7,S62,0.09765625,True,0.346923828125
chair,Kisumu,9,S119,0.0595703125,True,0.3193359375
watch,Kisumu,9,S118,0.0546875,True,0.3232421875
house,Kisumu,7,S77,0.04248046875,True,0.32763671875
cat,Kisumu,4,S13,0.07666015625,False,0.26806640625
cat,Kisumu,6,S59,0.0673828125,False,0.25927734375
chair,Kisumu,4,S2,0.0341796875,True,0.3037109375
tree,Kisumu,8,S93,0.0478515625,True,0.34375
cup,Kisumu,7,S77,0.03173828125,True,0.3427734375
tree,Kisumu,6,S54,0.04296875,True,0.285400390625
chair,Kisumu,4,S18,0.0673828125,False,0.27001953125
rabbit,Kisumu,8,S83,0.06982421875,True,0.319091796875
cup,Kisumu,8,S83,0.0341796875,True,0.3427734375
chair,Kisumu,6,S55,0.06494140625,True,0.282470703125
watch,Kisumu,4,S9,0.06787109375,False,0.269775390625
cat,Kisumu,8,S83,0.05712890625,False,0.293701171875
hat,Kisumu,7,S79,0.07080078125,False,0.2900390625
cat,Kisumu,9,S101,0.060546875,True,0.263427734375
tree,Kisumu,8,S91,0.09765625,False,0.265625
cup,Kisumu,9,S107,0.04345703125,True,0.329345703125
watch,Kisumu,9,S107,0.0771484375,True,0.32666015625
bike,Kisumu,9,S105,0.02392578125,False,0.2978515625
cat,Kisumu,8,S85,0.044921875,False,0.264892578125
cat,Kisumu,9,S117,0.072265625,False,0.248046875
rabbit,Kisumu,4,S13,0.09716796875,False,0.264404296875
hat,Kisumu,9,S101,0.06640625,False,0.287841796875
cat,Kisumu,4,S12,0.03759765625,False,0.307861328125
bike,Kisumu,5,S38,0.0498046875,False,0.285400390625
house,Kisumu,6,S58,0.04052734375,True,0.328125
airplane,Kisumu,9,S116,0.0654296875,False,0.256591796875
airplane,Kisumu,9,S103,0.07470703125,False,0.270263671875
bird,Kisumu,5,S32,0.04736328125,False,0.26171875
rabbit,Kisumu,4,S16,0.06787109375,False,0.28173828125
hat,Kisumu,4,S10,0.03369140625,True,0.31640625
airplane,Kisumu,8,S87,0.07568359375,True,0.305908203125
house,Kisumu,7,S75,0.02685546875,True,0.31689453125
house,Kisumu,7,S65,0.03857421875,True,0.301025390625
house,Kisumu,4,S5,0.10986328125,False,0.2298583984375
chair,Kisumu,5,S39,0.06005859375,False,0.2724609375
bird,Kisumu,5,S39,0.0556640625,False,0.256591796875
airplane,Kisumu,5,S30,0.08349609375,False,0.257080078125
house,Kisumu,8,S82,0.05322265625,True,0.337890625
chair,Kisumu,6,S48,0.0390625,False,0.29052734375
car,Kisumu,4,S11,0.123046875,False,0.2415771484375
bike,Kisumu,4,S14,0.087890625,False,0.253662109375
airplane,Kisumu,6,S60,0.09716796875,True,0.321044921875
house,Kisumu,5,S34,0.046875,True,0.30078125
chair,Kisumu,5,S37,0.0205078125,True,0.287109375
house,Kisumu,7,S68,0.0625,False,0.265380859375
hat,Kisumu,8,S91,0.037109375,True,0.31591796875
rabbit,Kisumu,6,S43,0.064453125,True,0.27587890625
bike,Kisumu,4,S9,0.0810546875,False,0.27294921875
rabbit,Kisumu,4,S3,0.11669921875,False,0.2000732421875
car,Kisumu,4,S17,0.07275390625,True,0.2978515625
bike,Kisumu,5,S34,0.07568359375,False,0.256591796875
bike,Kisumu,6,S45,0.0712890625,False,0.2451171875
watch,Kisumu,9,S119,0.0966796875,True,0.316650390625
bird,Kisumu,4,S15,0.064453125,False,0.253662109375
hat,Kisumu,5,S31,0.06005859375,False,0.30419921875
chair,Kisumu,7,S73,0.033203125,True,0.35693359375
house,Kisumu,7,S70,0.07958984375,False,0.24951171875
chair,Kisumu,9,S103,0.052734375,True,0.3056640625
chair,Kisumu,6,S53,0.04345703125,False,0.2822265625
bike,Kisumu,7,S72,0.05224609375,False,0.2705078125
car,Kisumu,8,S96,0.05322265625,True,0.323486328125
bike,Kisumu,7,S66,0.0732421875,False,0.26416015625
hat,Kisumu,7,S66,0.07861328125,True,0.289306640625
watch,Kisumu,5,S33,0.0419921875,True,0.3076171875
bike,Kisumu,4,S20,0.033203125,False,0.266845703125
cup,Kisumu,6,S55,0.03955078125,True,0.33154296875
watch,Kisumu,8,S98,0.0478515625,True,0.2783203125
house,Kisumu,9,S106,0.037109375,True,0.33544921875
bike,Kisumu,9,S110,0.04931640625,True,0.335205078125
chair,Kisumu,5,S21,0.08447265625,False,0.270751953125
cat,Kisumu,5,S28,0.046875,True,0.301025390625
house,Kisumu,5,S22,0.044921875,False,0.298583984375
hat,Kisumu,9,S105,0.0537109375,True,0.30029296875
rabbit,Kisumu,6,S60,0.08935546875,False,0.2459716796875
watch,Kisumu,4,S15,0.060546875,True,0.29541015625
car,Kisumu,7,S71,0.05859375,False,0.2578125
house,Kisumu,6,S55,0.0546875,True,0.314697265625
car,Kisumu,4,S18,0.05615234375,False,0.263671875
bird,Kisumu,9,S110,0.1064453125,True,0.307861328125
hat,Kisumu,5,S28,0.0458984375,True,0.305419921875
bird,Kisumu,5,S36,0.04052734375,False,0.2744140625
car,Kisumu,9,S110,0.103515625,True,0.333740234375
bike,Kisumu,4,S11,0.095703125,False,0.2442626953125
car,Kisumu,8,S92,0.05322265625,False,0.2861328125
cat,Kisumu,6,S51,0.06689453125,False,0.255615234375
car,Kisumu,9,S109,0.04736328125,True,0.33251953125
cup,Kisumu,7,S70,0.03955078125,True,0.302490234375
watch,Kisumu,4,S4,0.05517578125,True,0.267578125
cat,Kisumu,7,S71,0.07421875,False,0.247802734375
tree,Kisumu,8,S99,0.04638671875,False,0.2763671875
watch,Kisumu,9,S108,0.05078125,True,0.308349609375
bird,Kisumu,7,S77,0.05712890625,False,0.263671875
cup,Kisumu,6,S59,0.0458984375,False,0.266357421875
airplane,Kisumu,4,S8,0.0419921875,False,0.26806640625
cup,Kisumu,4,S3,0.03466796875,False,0.302001953125
bike,Kisumu,9,S107,0.02490234375,True,0.30224609375
rabbit,Kisumu,7,S62,0.0751953125,False,0.283935546875
tree,Kisumu,6,S43,0.08837890625,False,0.2261962890625
car,Kisumu,4,S9,0.08056640625,False,0.2666015625
airplane,Kisumu,9,S105,0.03515625,True,0.3271484375
cup,Kisumu,7,S75,0.0234375,True,0.33154296875
rabbit,Kisumu,4,S5,0.064453125,False,0.2861328125
hat,Kisumu,5,S24,0.0224609375,False,0.29736328125
chair,Kisumu,9,S107,0.044921875,True,0.2744140625
bird,Kisumu,9,S118,0.080078125,False,0.2440185546875
bird,Kisumu,4,S19,0.05322265625,False,0.266845703125
bike,Kisumu,7,S69,0.037109375,False,0.29833984375
watch,Kisumu,7,S78,0.05029296875,True,0.3056640625
cup,Kisumu,4,S11,0.0908203125,False,0.255615234375
hat,Kisumu,5,S34,0.04736328125,True,0.291015625
cup,Kisumu,6,S54,0.02734375,True,0.3310546875
chair,Kisumu,4,S9,0.033203125,False,0.299072265625
car,Kisumu,5,S33,0.025390625,True,0.296875
chair,Kisumu,8,S88,0.0380859375,True,0.34619140625
tree,Kisumu,7,S74,0.0390625,True,0.278564453125
house,Kisumu,5,S26,0.0546875,False,0.269287109375
bird,Kisumu,8,S87,0.076171875,False,0.251220703125
bike,Kisumu,8,S92,0.05078125,False,0.2939453125
chair,Kisumu,7,S77,0.0791015625,True,0.2724609375
car,Kisumu,9,S107,0.04541015625,False,0.27978515625
tree,Kisumu,8,S96,0.0537109375,True,0.304443359375
airplane,Kisumu,5,S35,0.04541015625,False,0.280029296875
bike,Kisumu,4,S12,0.0283203125,False,0.2763671875
tree,Kisumu,9,S110,0.06201171875,False,0.26904296875
chair,Kisumu,8,S85,0.1142578125,True,0.265625
chair,Kisumu,6,S49,0.06640625,False,0.283203125
chair,Kisumu,9,S109,0.05517578125,True,0.33251953125
watch,Kisumu,8,S87,0.1083984375,False,0.266845703125
tree,Kisumu,7,S66,0.04931640625,False,0.264892578125
rabbit,Kisumu,8,S88,0.0439453125,False,0.281005859375
car,Kisumu,5,S35,0.02685546875,True,0.296875
rabbit,Kisumu,8,S81,0.0703125,False,0.301025390625
hat,Kisumu,7,S71,0.029296875,True,0.306396484375
rabbit,Kisumu,5,S27,0.04931640625,False,0.25146484375
rabbit,Kisumu,6,S50,0.0498046875,False,0.27880859375
rabbit,Kisumu,9,S109,0.0693359375,True,0.3291015625
rabbit,Kisumu,6,S41,0.0546875,False,0.282958984375
house,Kisumu,7,S79,0.10302734375,False,0.2509765625
car,Kisumu,5,S23,0.0791015625,False,0.263427734375
rabbit,Kisumu,9,S118,0.052734375,True,0.276611328125
hat,Kisumu,8,S99,0.021484375,False,0.29833984375
chair,Kisumu,5,S33,0.083984375,False,0.252197265625
cup,Kisumu,4,S17,0.03564453125,True,0.3310546875
tree,Kisumu,6,S47,0.0576171875,True,0.27197265625
airplane,Kisumu,8,S94,0.0576171875,True,0.2724609375
hat,Kisumu,7,S77,0.0400390625,True,0.310302734375
cup,Kisumu,7,S73,0.05517578125,True,0.32861328125
cup,Kisumu,5,S29,0.087890625,False,0.256591796875
bird,Kisumu,4,S17,0.09912109375,False,0.2291259765625
chair,Kisumu,6,S60,0.0869140625,False,0.300048828125
chair,Kisumu,7,S67,0.05322265625,True,0.31787109375
car,Kisumu,6,S45,0.0791015625,True,0.2890625
car,Kisumu,4,S2,0.03369140625,True,0.289306640625
cup,Kisumu,8,S99,0.02099609375,True,0.31298828125
house,Kisumu,8,S93,0.05859375,False,0.304931640625
cat,Kisumu,4,S1,0.12841796875,False,0.2430419921875
watch,Kisumu,8,S97,0.03955078125,False,0.286865234375
house,Kisumu,6,S49,0.0615234375,False,0.278564453125
house,Kisumu,9,S109,0.06982421875,True,0.333740234375
cup,Kisumu,4,S8,0.07470703125,False,0.276123046875
bird,Kisumu,8,S88,0.0400390625,False,0.263916015625
hat,Kisumu,6,S54,0.033203125,True,0.296875
cat,Kisumu,4,S8,0.1435546875,False,0.251708984375
airplane,Kisumu,9,S106,0.07568359375,False,0.275390625
tree,Kisumu,8,S98,0.02783203125,True,0.28564453125
watch,Kisumu,5,S29,0.091796875,False,0.26806640625
bird,Kisumu,6,S44,0.05419921875,False,0.24755859375
tree,Kisumu,4,S20,0.07275390625,False,0.281005859375
airplane,Kisumu,9,S109,0.060546875,True,0.324462890625
chair,Kisumu,7,S72,0.0341796875,True,0.28173828125
rabbit,Kisumu,9,S115,0.06982421875,True,0.308837890625
airplane,Kisumu,9,S111,0.1015625,True,0.33740234375
watch,Kisumu,4,S8,0.05615234375,True,0.292724609375
cat,Kisumu,9,S109,0.0947265625,True,0.281494140625
airplane,Kisumu,7,S62,0.1044921875,False,0.279052734375
bike,Kisumu,7,S68,0.041015625,True,0.29638671875
rabbit,Kisumu,5,S23,0.03076171875,True,0.2822265625
airplane,Kisumu,8,S95,0.07177734375,False,0.276611328125
hat,Kisumu,7,S78,0.03955078125,True,0.33740234375
rabbit,Kisumu,8,S91,0.173828125,True,0.24951171875
car,Kisumu,8,S88,0.0283203125,True,0.283447265625
airplane,Kisumu,4,S11,0.0849609375,False,0.263671875
cat,Kisumu,7,S77,0.05810546875,False,0.2486572265625
tree,Kisumu,5,S37,0.041015625,False,0.2666015625
bird,Kisumu,8,S89,0.07568359375,False,0.261962890625
hat,Kisumu,9,S106,0.06005859375,True,0.291748046875
cup,Kisumu,7,S63,0.03271484375,False,0.307861328125
bird,Kisumu,8,S91,0.03076171875,False,0.2734375
cup,Kisumu,8,S92,0.02490234375,True,0.34912109375
tree,Kisumu,9,S108,0.0439453125,False,0.254150390625
cat,Kisumu,5,S39,0.03759765625,False,0.267333984375
cat,Kisumu,8,S94,0.06005859375,False,0.265869140625
bike,Kisumu,7,S80,0.05322265625,False,0.2763671875
bike,Kisumu,7,S79,0.07568359375,False,0.257080078125
tree,Kisumu,7,S71,0.06787109375,False,0.221435546875
hat,Kisumu,9,S112,0.05322265625,True,0.322509765625
house,Kisumu,6,S52,0.0419921875,False,0.289794921875
cup,Kisumu,6,S42,0.03173828125,True,0.326904296875
hat,Kisumu,7,S68,0.03857421875,True,0.31201171875
airplane,Kisumu,5,S38,0.0615234375,True,0.32373046875
rabbit,Kisumu,6,S55,0.07861328125,False,0.252685546875
rabbit,Kisumu,5,S37,0.08837890625,True,0.25244140625
house,Kisumu,7,S69,0.04345703125,False,0.287109375
hat,Kisumu,4,S15,0.0498046875,True,0.295654296875
hat,Kisumu,4,S7,0.0615234375,True,0.293212890625
rabbit,Kisumu,7,S63,0.07861328125,False,0.273681640625
cup,Kisumu,6,S56,0.06494140625,False,0.283935546875
chair,Kisumu,8,S86,0.04296875,True,0.29541015625
cat,Kisumu,6,S46,0.0703125,True,0.29638671875
hat,Kisumu,4,S11,0.11181640625,False,0.2783203125
tree,Kisumu,6,S50,0.0654296875,False,0.2359619140625
watch,Kisumu,7,S66,0.08935546875,False,0.2744140625
cat,Kisumu,5,S36,0.03466796875,False,0.26611328125
rabbit,Kisumu,6,S58,0.04833984375,False,0.250244140625
cat,Kisumu,8,S84,0.08154296875,False,0.2318115234375
chair,Kisumu,6,S54,0.056640625,True,0.26025390625
hat,Kisumu,8,S100,0.060546875,False,0.2998046875
airplane,Kisumu,7,S75,0.04931640625,False,0.270263671875
house,Kisumu,5,S38,0.04248046875,True,0.323974609375
airplane,Kisumu,6,S49,0.04638671875,False,0.277587890625
cup,Kisumu,5,S32,0.0498046875,False,0.2939453125
hat,Kisumu,4,S5,0.04443359375,False,0.307373046875
bird,Kisumu,5,S23,0.07470703125,False,0.2352294921875
cup,Kisumu,6,S50,0.05078125,True,0.31787109375
cat,Kisumu,9,S102,0.029296875,False,0.267333984375
bird,Kisumu,5,S29,0.0888671875,False,0.25732421875
cat,Kisumu,8,S90,0.033203125,False,0.2626953125
rabbit,Kisumu,4,S18,0.09716796875,False,0.25732421875
airplane,Kisumu,6,S48,0.0947265625,False,0.256591796875
cat,Kisumu,8,S89,0.0595703125,True,0.302490234375
bike,Kisumu,5,S23,0.04833984375,False,0.262939453125
watch,Kisumu,4,S6,0.06103515625,True,0.283447265625
tree,Kisumu,4,S6,0.064453125,False,0.283935546875
hat,Kisumu,9,S116,0.05517578125,True,0.301513671875
hat,Kisumu,8,S84,0.08447265625,True,0.254638671875
car,Kisumu,5,S21,0.08447265625,False,0.255859375
house,Kisumu,8,S90,0.06005859375,True,0.340576171875
tree,Kisumu,5,S38,0.02392578125,False,0.28369140625
airplane,Kisumu,7,S63,0.03759765625,False,0.2763671875
bike,Kisumu,9,S102,0.03076171875,True,0.3271484375
bike,Kisumu,4,S6,0.06396484375,False,0.26806640625
rabbit,Kisumu,6,S48,0.06640625,False,0.282470703125
chair,Kisumu,5,S23,0.0546875,True,0.313232421875
rabbit,Kisumu,7,S66,0.0634765625,True,0.272705078125
chair,Kisumu,5,S26,0.033203125,True,0.296630859375
cat,Kisumu,7,S75,0.05029296875,True,0.299560546875
car,Kisumu,5,S25,0.056640625,False,0.262451171875
house,Kisumu,6,S57,0.0849609375,False,0.2802734375
tree,Kisumu,6,S57,0.048828125,True,0.287109375
house,Kisumu,6,S53,0.044921875,True,0.2919921875
bike,Kisumu,9,S119,0.06689453125,True,0.337890625
bike,Kisumu,9,S109,0.0654296875,False,0.2861328125
car,Kisumu,9,S114,0.05859375,True,0.318115234375
tree,Kisumu,9,S113,0.0693359375,True,0.30029296875
bird,Kisumu,9,S103,0.046875,True,0.3193359375
hat,Kisumu,8,S97,0.03564453125,True,0.31494140625
watch,Kisumu,7,S80,0.05126953125,True,0.309814453125
car,Kisumu,4,S3,0.08642578125,False,0.264404296875
house,Kisumu,8,S94,0.07421875,True,0.34033203125
cup,Kisumu,6,S51,0.033203125,False,0.296630859375
cat,Kisumu,6,S41,0.04248046875,False,0.271240234375
cup,Kisumu,9,S120,0.0283203125,False,0.287841796875
watch,Kisumu,7,S74,0.0947265625,False,0.263916015625
bird,Kisumu,7,S62,0.06640625,False,0.276611328125
tree,Kisumu,8,S87,0.05419921875,False,0.27392578125
watch,Kisumu,7,S61,0.12353515625,True,0.28125
car,Kisumu,4,S5,0.02734375,False,0.278076171875
cat,Kisumu,7,S69,0.0556640625,True,0.291015625
airplane,Kisumu,4,S2,0.05615234375,False,0.273193359375
airplane,Kisumu,5,S31,0.06298828125,True,0.304931640625
hat,Kisumu,5,S38,0.044921875,True,0.287353515625
bird,Kisumu,9,S111,0.0439453125,False,0.266845703125
car,Kisumu,5,S29,0.06884765625,False,0.24560546875
house,Kisumu,6,S48,0.0400390625,False,0.269775390625
chair,Kisumu,9,S110,0.1591796875,False,0.2269287109375
watch,Kisumu,9,S111,0.0732421875,True,0.273681640625
house,Kisumu,5,S27,0.0546875,False,0.26123046875
airplane,Kisumu,5,S28,0.0810546875,False,0.265625
house,Kisumu,9,S113,0.0888671875,True,0.33935546875
cup,Kisumu,9,S117,0.03662109375,True,0.31982421875
watch,Kisumu,4,S10,0.0458984375,True,0.287841796875
bike,Kisumu,7,S63,0.0224609375,False,0.285400390625
watch,Kisumu,9,S117,0.05615234375,True,0.300048828125
cup,Kisumu,4,S19,0.04541015625,False,0.27734375
hat,Kisumu,7,S76,0.0517578125,True,0.322509765625
tree,Kisumu,5,S34,0.0419921875,True,0.281494140625
bird,Kisumu,9,S114,0.0927734375,False,0.2227783203125
cup,Kisumu,5,S35,0.05078125,True,0.342529296875
bird,Kisumu,7,S66,0.078125,False,0.269775390625
cat,Kisumu,8,S97,0.0322265625,False,0.260986328125
cat,Kisumu,8,S98,0.03125,False,0.25927734375
hat,Kisumu,5,S27,0.0439453125,False,0.292724609375
tree,Kisumu,6,S41,0.03515625,False,0.281005859375
house,Kisumu,9,S108,0.0380859375,True,0.325927734375
cup,Kisumu,8,S87,0.068359375,True,0.2958984375
rabbit,Kisumu,4,S20,0.08203125,False,0.2568359375
cat,Kisumu,7,S66,0.0419921875,False,0.27001953125
watch,Kisumu,9,S101,0.03759765625,True,0.286865234375
cat,Kisumu,9,S108,0.04150390625,True,0.29638671875
bird,Kisumu,9,S107,0.0849609375,False,0.251953125
chair,Kisumu,8,S89,0.07470703125,False,0.25732421875
tree,Kisumu,6,S58,0.05859375,False,0.267333984375
watch,Kisumu,5,S25,0.02734375,True,0.30322265625
watch,Kisumu,5,S23,0.07080078125,False,0.278076171875
bike,Kisumu,4,S1,0.09375,False,0.2396240234375
bird,Kisumu,7,S74,0.05517578125,False,0.267822265625
watch,Kisumu,6,S47,0.07421875,True,0.25390625
bike,Kisumu,7,S76,0.0390625,False,0.274169921875
bike,Kisumu,7,S62,0.04833984375,True,0.3173828125
rabbit,Kisumu,9,S117,0.0693359375,True,0.272216796875
cat,Kisumu,5,S38,0.07470703125,False,0.27734375
watch,Kisumu,7,S79,0.0380859375,True,0.310791015625
chair,Kisumu,5,S31,0.04443359375,True,0.295166015625
cup,Kisumu,9,S111,0.0439453125,True,0.32763671875
cup,Kisumu,9,S101,0.06103515625,True,0.327392578125
watch,Kisumu,4,S16,0.05078125,False,0.292724609375
rabbit,Kisumu,7,S79,0.0576171875,False,0.26318359375
bike,Kisumu,9,S115,0.029296875,False,0.279541015625
cup,Kisumu,9,S108,0.0244140625,True,0.32666015625
cat,Kisumu,5,S21,0.0791015625,True,0.26953125
rabbit,Kisumu,8,S86,0.05810546875,False,0.292724609375
chair,Kisumu,9,S106,0.0556640625,True,0.32470703125
chair,Kisumu,6,S46,0.0712890625,True,0.354248046875
cat,Kisumu,9,S111,0.06640625,True,0.30810546875
airplane,Kisumu,7,S68,0.0400390625,False,0.28125
rabbit,Kisumu,8,S82,0.06298828125,False,0.255615234375
chair,Kisumu,7,S78,0.0419921875,True,0.302734375
watch,Kisumu,4,S13,0.04736328125,True,0.296630859375
hat,Kisumu,7,S64,0.0166015625,True,0.322021484375
hat,Kisumu,4,S2,0.037109375,True,0.30078125
car,Kisumu,7,S65,0.0537109375,False,0.26318359375
rabbit,Kisumu,4,S17,0.06396484375,True,0.3076171875
house,Kisumu,4,S19,0.07177734375,False,0.26904296875
cup,Kisumu,6,S57,0.01953125,True,0.335693359375
airplane,Kisumu,4,S3,0.08984375,False,0.24755859375
bird,Kisumu,4,S10,0.04931640625,False,0.26611328125
house,Kisumu,8,S91,0.04052734375,True,0.31005859375
cat,Kisumu,5,S34,0.068359375,False,0.25390625
bird,Kisumu,9,S101,0.10986328125,True,0.308349609375
watch,Kisumu,8,S84,0.07177734375,True,0.29345703125
airplane,Kisumu,5,S34,0.05712890625,True,0.27099609375
hat,Kisumu,7,S75,0.03857421875,True,0.312744140625
cup,Kisumu,8,S86,0.04150390625,False,0.302490234375
tree,Kisumu,4,S14,0.0615234375,True,0.2841796875
cat,Kisumu,9,S114,0.08154296875,True,0.314208984375
chair,Kisumu,8,S96,0.0439453125,True,0.30224609375
bird,Kisumu,9,S112,0.04150390625,False,0.25830078125
car,Kisumu,6,S41,0.0263671875,True,0.306396484375
chair,Kisumu,8,S100,0.048828125,True,0.298828125
car,Kisumu,8,S81,0.0947265625,True,0.32080078125
cat,Kisumu,4,S3,0.06787109375,True,0.272216796875
tree,Kisumu,9,S102,0.0693359375,True,0.3466796875
house,Kisumu,4,S13,0.06396484375,False,0.249755859375
cup,Kisumu,8,S82,0.04052734375,True,0.352294921875
bird,Kisumu,6,S57,0.0908203125,True,0.29931640625
house,Kisumu,6,S54,0.06103515625,True,0.302001953125
watch,Kisumu,8,S99,0.10546875,False,0.263427734375
chair,Kisumu,5,S35,0.0361328125,True,0.297119140625
chair,Kisumu,5,S25,0.0302734375,True,0.298828125
chair,Kisumu,9,S101,0.06787109375,True,0.3095703125
tree,Kisumu,7,S70,0.03271484375,False,0.285888671875
watch,Kisumu,9,S105,0.060546875,True,0.3095703125
bird,Kisumu,7,S61,0.08837890625,True,0.3056640625
airplane,Kisumu,4,S5,0.056640625,False,0.259765625
house,Kisumu,9,S101,0.04931640625,True,0.3232421875
house,Kisumu,8,S88,0.04931640625,False,0.291015625
chair,Kisumu,9,S102,0.0517578125,True,0.349853515625
rabbit,Kisumu,7,S76,0.10205078125,False,0.25341796875
bird,Kisumu,6,S59,0.05078125,False,0.25634765625
car,Kisumu,6,S48,0.0390625,True,0.30712890625
house,Kisumu,9,S114,0.06884765625,True,0.29150390625
bike,Kisumu,9,S106,0.02880859375,False,0.28515625
airplane,Kisumu,4,S12,0.03466796875,False,0.276123046875
hat,Kisumu,4,S13,0.0859375,False,0.277099609375
bird,Kisumu,8,S90,0.0537109375,False,0.2802734375
rabbit,Kisumu,6,S54,0.03955078125,False,0.272216796875
bike,Kisumu,8,S86,0.0478515625,False,0.281005859375
chair,Kisumu,8,S83,0.0654296875,True,0.299072265625
cat,Kisumu,5,S24,0.04150390625,True,0.3017578125
rabbit,Kisumu,4,S11,0.11376953125,False,0.25537109375
tree,Kisumu,7,S63,0.0595703125,False,0.259765625
car,Kisumu,8,S95,0.04638671875,False,0.25341796875
watch,Kisumu,7,S75,0.10595703125,True,0.27685546875
bird,Kisumu,7,S79,0.0703125,False,0.2471923828125
house,Kisumu,7,S61,0.0498046875,True,0.337158203125
car,Kisumu,8,S93,0.0224609375,True,0.31591796875
cat,Kisumu,8,S86,0.05029296875,True,0.279541015625
cup,Kisumu,7,S67,0.033203125,True,0.3515625
hat,Kisumu,4,S18,0.03369140625,False,0.299072265625
watch,Kisumu,6,S55,0.025390625,True,0.291015625
cat,Kisumu,7,S65,0.03369140625,False,0.27197265625
airplane,Kisumu,7,S79,0.033203125,True,0.31494140625
bird,Kisumu,6,S52,0.04833984375,False,0.267822265625
rabbit,Kisumu,9,S108,0.06103515625,False,0.26171875
rabbit,Kisumu,5,S36,0.091796875,True,0.29052734375
cat,Kisumu,5,S29,0.09814453125,False,0.251953125
chair,Kisumu,6,S57,0.0556640625,True,0.3359375
tree,Kisumu,5,S40,0.06396484375,False,0.2705078125
cat,Kisumu,4,S18,0.130859375,False,0.232666015625
watch,Kisumu,5,S34,0.0673828125,True,0.33251953125
car,Kisumu,8,S97,0.0283203125,True,0.3203125
cat,Kisumu,6,S50,0.04150390625,False,0.266845703125
tree,Kisumu,5,S39,0.06494140625,False,0.26318359375
tree,Kisumu,4,S7,0.05908203125,True,0.277099609375
cup,Kisumu,7,S71,0.0595703125,False,0.268798828125
watch,Kisumu,5,S39,0.05224609375,False,0.266357421875
hat,Kisumu,8,S82,0.029296875,True,0.31591796875
tree,Kisumu,4,S2,0.02685546875,True,0.27392578125
tree,Kisumu,6,S60,0.06982421875,False,0.27783203125
bike,Kisumu,6,S47,0.0556640625,False,0.25634765625
house,Kisumu,7,S71,0.0380859375,True,0.3125
chair,Kisumu,7,S62,0.0673828125,True,0.334228515625
hat,Kisumu,4,S17,0.03857421875,True,0.28955078125
cup,Kisumu,7,S61,0.01708984375,True,0.33447265625
house,Kisumu,7,S80,0.08349609375,False,0.281494140625
airplane,Kisumu,4,S7,0.072265625,False,0.244140625
watch,Kisumu,8,S94,0.078125,True,0.310791015625
car,Kisumu,9,S108,0.05126953125,True,0.31396484375
airplane,Kisumu,6,S52,0.05224609375,False,0.2900390625
hat,Kisumu,5,S30,0.099609375,True,0.26171875
tree,Kisumu,9,S114,0.03955078125,True,0.319091796875
car,Kisumu,7,S72,0.068359375,True,0.257568359375
bird,Kisumu,5,S22,0.03955078125,False,0.26953125
bike,Kisumu,6,S57,0.0361328125,True,0.2978515625
bike,Kisumu,8,S83,0.0537109375,False,0.2493896484375
airplane,Kisumu,8,S96,0.08935546875,False,0.2626953125
cat,Kisumu,6,S44,0.08251953125,False,0.266845703125
hat,Kisumu,4,S8,0.0869140625,False,0.268310546875
rabbit,Kisumu,5,S40,0.0390625,False,0.282958984375
bird,Kisumu,8,S94,0.0966796875,False,0.23828125
airplane,Kisumu,6,S50,0.0400390625,True,0.320556640625
airplane,Kisumu,4,S4,0.03662109375,True,0.281494140625
airplane,Kisumu,6,S45,0.0546875,False,0.2646484375
bird,Kisumu,7,S65,0.052734375,False,0.257568359375
airplane,Kisumu,7,S76,0.0537109375,True,0.293212890625
rabbit,Kisumu,5,S31,0.04248046875,True,0.295166015625
bird,Kisumu,9,S102,0.08203125,True,0.329345703125
car,Kisumu,9,S104,0.05419921875,True,0.318115234375
house,Kisumu,8,S89,0.08203125,False,0.2587890625
rabbit,Kisumu,8,S97,0.10986328125,False,0.27197265625
airplane,Kisumu,4,S18,0.05810546875,False,0.2626953125
rabbit,Kisumu,5,S24,0.05712890625,False,0.284912109375
house,Kisumu,7,S78,0.068359375,False,0.299072265625
hat,Kisumu,5,S25,0.0263671875,True,0.31103515625
bird,Kisumu,9,S109,0.068359375,False,0.266845703125
rabbit,Kisumu,6,S57,0.06982421875,True,0.2646484375
airplane,Kisumu,7,S73,0.0732421875,True,0.2958984375
cat,Kisumu,8,S95,0.05224609375,True,0.30224609375
car,Kisumu,5,S39,0.041015625,False,0.271240234375
bike,Kisumu,5,S28,0.05712890625,False,0.26318359375
chair,Kisumu,7,S66,0.02734375,True,0.3095703125
cat,Kisumu,5,S23,0.0439453125,False,0.2646484375
hat,Kisumu,8,S83,0.0625,True,0.31591796875
cup,Kisumu,8,S91,0.0400390625,True,0.274658203125
bike,Kisumu,6,S44,0.04248046875,False,0.263916015625
tree,Kisumu,8,S83,0.0546875,False,0.268798828125
